Código do ano letivo;Código da escola;UOEI;Código do curso;Curso;Edição;Ano Curricular da UC;Código da UC;Unidade Curricular;Código da Opção;Designação da Opção;Nº Mecanográfico;Nome;Email;Género;Regimes especiais de frequência
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J301N1;Programação Funcional;;;200097;Vanessa Araújo;a200097@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J302N1;Programação Imperativa;;;200098;Lara Barros;a200098@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;2;J304N4;Base de Dados;;;200099;Aline Costa;a200099@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;3;J305N3;Cálculo de Programas;;;200100;Filipe Pereira;a200100@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J301N1;Programação Funcional;;;200101;Davi Xavier;a200101@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J302N1;Programação Imperativa;;;200102;Melissa Lima;a200102@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;2;J304N4;Base de Dados;;;200103;Bruno Almeida;a200103@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;3;J305N3;Cálculo de Programas;;;200104;Luís Fernandes;a200104@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J301N1;Programação Funcional;;;200105;Fernando Ribeiro;a200105@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J302N1;Programação Imperativa;;;200106;Sofia Oliveira;a200106@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;2;J304N4;Base de Dados;;;200107;Matheus Andrade;a200107@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;3;J305N3;Cálculo de Programas;;;200108;Tiago Costa;a200108@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J301N1;Programação Funcional;;;200109;Alice Fernandes;a200109@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J302N1;Programação Imperativa;;;200110;Joana Barbosa;a200110@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;2;J304N4;Base de Dados;;;200111;Rodrigo Mendes;a200111@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;3;J305N3;Cálculo de Programas;;;200112;Gustavo Torres;a200112@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J301N1;Programação Funcional;;;200113;Felipe Gomes;a200113@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J302N1;Programação Imperativa;;;200114;Sérgio Almeida;a200114@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;2;J304N4;Base de Dados;;;200115;Marina Silva;a200115@alunos.uminho.pt;F;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;3;J305N3;Cálculo de Programas;;;200116;António Pereira;a200116@alunos.uminho.pt;M;
2025;240;Escola de Engenharia;J3;Licenciatura em Engenharia Informática;;1;J301N1;Programação Funcional;;;200117;Camila Nunes;a200117@alunos.uminho.pt;F;
